Domain,Web_Traffic,Have_At,SubDomain,Prefix/Suffix,Have_IP,URL_Depth,Redirection,TinyURL,Digit_count,Domain_Age,Label
sisou.tk,1,0,0,0,0,2,0,0,0,1,1
mail.certificate.dokument.35-158-186-246.cprapid.com,0,0,1,1,0,2,0,0,11,0,1
tbwcshop.com,1,0,0,0,0,1,0,0,5,0,1
s3.amazonaws.com,1,0,0,0,0,3,0,0,32,0,1
jennalunsmanphotography.com,1,0,0,0,0,2,0,0,0,0,1
eyeschoice.com,0,0,0,0,0,2,0,0,0,0,1
carleighmadeleine.com,1,0,0,0,0,2,0,0,0,0,1
bengoassociates.com,1,0,0,0,0,3,0,0,1,0,1
bafybeige5ixwbe26ihy47w3yjgvbmxg46lxfawahrkxavravyz2r6exwnq.ipfs.dweb.link,0,0,0,0,0,0,0,0,10,0,1
amg.com.py,1,0,0,0,0,2,0,0,0,1,1
dal-storage.hostwinds.net,0,0,0,1,0,5,0,0,29,0,1
21stcenturyequipmentllc.myportfolio.com,0,0,0,0,0,0,0,0,2,1,1
metimask-logsini.godaddysites.com,0,0,0,1,0,0,0,0,0,0,1
mmotamast-logiii.godaddysites.com,0,0,0,1,0,0,0,0,0,0,1
metamask_loogii.godaddysites.com,0,0,0,1,0,0,0,0,0,0,1
mamtammalkss.azurewebsites.net,1,0,0,0,0,0,0,0,0,1,1
ipfs.io,0,0,0,0,0,3,0,0,7,0,1
ipfs.io,0,0,0,0,0,2,0,0,6,0,1
shy-snow-e078.autolinkupdatelogin.workers.dev,1,0,0,1,0,0,0,0,3,1,1
10-0-2-v345-g0w34r98gfh-wqe9fvw-ehf-9sdhcfbd-9gh.obs.ap-southeast-1.myhuaweicloud.com,0,0,1,1,0,1,0,0,43,0,1
ve4yjh57u09g-fewth5g-werjf-w9thbn-g09fwkjd-h9c.obs.ap-southeast-1.myhuaweicloud.com,0,0,1,1,0,1,0,0,45,0,1
btui8i768756g5fr-0gjh0549t5rjec0-rbht0-gf9n0-erhf.obs.ap-southeast-1.myhuaweicloud.com,0,0,1,1,0,1,0,0,49,0,1
10-0-2-g465t-h0gehrt-9ghwjnreg9bhe-09f-w0rhg-9hf.obs.ap-southeast-1.myhuaweicloud.com,0,0,1,1,0,1,0,0,39,0,1
28-0-1-rg4-06thg-erw9inhjvgf0-e89th0-hferb0-ehfdd.obs.ap-southeast-1.myhuaweicloud.com,0,0,1,1,0,1,0,0,42,0,1
pcampbelldd2f.myportfolio.com,0,0,0,0,0,0,0,0,1,1,1
aswargnk008fghdffsasasas.suportsinforma.repl.co,1,0,0,0,0,0,0,0,3,1,1
confrim-irs-us.duckdns.org,1,0,0,1,0,1,0,0,0,1,1
form.jotform.com,0,0,0,0,0,1,0,0,15,0,1
s42lkd.webwave.dev,0,0,0,0,0,3,0,0,6,0,1
amazing-elgamal.109-71-253-24.plesk.page,1,0,0,1,0,1,0,0,12,1,1
bellsouthemailupdatecom.godaddysites.com,0,0,0,0,0,0,0,0,0,0,1
3vlocksmith.com,1,0,0,0,0,2,0,0,1,0,1
navi81.com,0,0,0,0,0,0,0,0,2,0,1
navi59.com,0,0,0,0,0,0,0,0,2,0,1
navi54.com,1,0,0,0,0,0,0,0,2,0,1
naughty-germain.185-225-73-22.plesk.page,1,0,0,1,0,0,0,0,10,1,1
myatt-yahhhoo-107097.weeblysite.com,0,0,0,1,0,0,0,0,6,1,1
newsettings.godaddysites.com,0,0,0,0,0,0,0,0,0,0,1
fgfggt8tyt79guvvcfy7879gufuryx.godaddysites.com,0,0,0,0,0,0,0,0,7,0,1
broad-hat-5523.on-stg.fleek.co,1,0,0,1,0,0,0,0,4,1,1
wordpress-923061-3204009.cloudwaysapps.com,0,0,0,1,0,2,0,0,13,0,1
cl38815.tw1.ru,0,0,0,0,0,1,0,0,6,0,1
info.it.3-239-79-25.cprapid.com,0,0,1,1,0,1,0,0,8,0,1
app.79-137-206-102.cprapid.com,0,0,0,1,0,1,0,0,12,0,1
app.79-137-206-102.cprapid.com,0,0,0,1,0,1,0,0,12,0,1
magno-itl.cl,0,0,1,1,0,2,0,0,0,0,1
compclub.sk,0,0,1,0,0,3,0,0,0,0,1
ipfs.io,0,0,0,0,0,3,0,0,34,0,1
welltododearl.polarcita36.repl.co,1,0,0,0,0,0,0,0,2,1,1
sistemaverificacionprolongado.systemtecnicver.repl.co,1,0,0,0,0,0,0,0,0,1,1
navi42.com,1,0,0,0,0,0,0,0,2,0,1
ipfs.io,0,0,0,0,0,3,0,0,6,0,1
hendramagic.net,0,0,0,0,0,1,0,0,0,0,1
banco4345.bancoombia.repl.co,1,0,0,0,0,0,0,0,4,1,1
bafkreidyh4wrth27l5iz5xmv3zqzzotekfsbyse63pfb46wvyf3iwqwb74.ipfs.dweb.link,0,0,0,0,0,0,0,0,13,0,1
hendramagic.net,0,0,0,0,0,1,0,0,0,0,1
my-bitkub.app,1,0,0,1,0,0,0,0,0,0,1
venusstaking-lp.com,1,0,0,1,0,0,0,0,0,0,1
oidc.idp.elogin.e-access-itservices.com,1,0,1,1,0,3,0,0,4,0,1
mygov-taxreturn1.com,1,0,0,1,0,1,0,0,1,0,1
Mygov-taxreturn1.com,1,0,0,1,0,0,0,0,1,0,1
frontier.fade-mc.cf,1,0,0,1,0,0,0,0,0,1,1
dev-sloplmxarqz.pantheonsite.io,1,0,0,1,0,3,0,0,0,1,1
tornillosymaquinados.com,1,0,0,0,0,4,0,0,0,0,1
banco--bisabik.repl.co,1,0,0,1,0,0,0,0,0,1,1
banco.bisabik.repl.co,1,0,0,0,0,0,0,0,0,1,1
jerry471365.wixsite.com,1,0,0,0,0,1,0,0,6,1,1
stake-axieinfinity.net,1,0,0,1,0,0,0,0,0,0,1
pagsbsnssrcvryrstrctd13805293.co.vu,1,0,0,0,0,0,0,0,8,1,1
finding-matter.duckdns.org,1,0,0,1,0,0,0,0,0,1,1
157130im8pgeabsercvry6937.co.vu,1,0,0,0,0,0,0,0,11,1,1
appgrimesyng14qw4ubxoy4w97l23p.co.vu,1,0,0,0,0,0,0,0,8,1,1
semeneknew.co.vu,1,0,0,0,0,0,0,0,0,1,1
foroarte.es,1,0,0,0,0,3,0,0,0,1,1
foroarte.es,1,0,0,0,0,2,0,0,0,1,1
sparkasse-abfrage.click,1,0,0,1,0,1,0,0,0,1,1
sparkasse-abfrage.click,1,0,0,1,0,1,0,0,0,1,1
sicherheit-ksk.de,1,0,0,1,0,3,0,0,0,1,1
is.gd,1,0,0,0,0,1,0,1,2,1,1
tan-portal.info,1,0,0,1,0,1,0,0,0,0,1
cutt.ly,0,0,0,0,0,1,0,0,2,0,1
320356334757957stndrscl.co.vu,1,0,0,0,0,0,0,0,15,1,1
renzyproducts.com,1,0,0,0,0,0,0,0,0,0,1
dqsahfez8vt6.000webhostapp.com,0,0,0,0,0,1,0,0,5,0,1
101406789379835.my.id,1,0,0,0,0,0,0,0,15,0,1
atacadao.juliamouracalcados.com.br,1,0,0,0,0,0,0,0,2,1,1
accounta.co.vu,1,0,0,0,0,1,0,0,0,1,1
useconfrim.co.vu,1,0,0,0,0,1,0,0,0,1,1
accountbloked.co.vu,1,0,0,0,0,1,0,0,0,1,1
braapclub.com,0,0,0,0,0,0,0,0,0,0,1
inpost-pl.softwarefree.top,1,0,0,1,0,2,0,0,10,1,1
go.xmr-qt.site,1,0,0,1,0,0,0,0,0,1,1
event-axieinfinity.xyz,1,0,0,1,0,0,0,0,0,0,1
axsinfinity-staking.com,1,0,0,1,0,1,0,0,22,0,1
attupdateinx.boxmode.io,0,0,0,0,0,0,0,0,0,0,1
tinyurl.com,0,0,0,0,0,1,0,1,4,0,1
emailverification2222.godaddysites.com,0,0,0,0,0,0,0,0,4,0,1
bellsouth43.yolasite.com,1,0,0,0,0,0,0,0,2,1,1
1gmgwiujgw.ru,1,0,0,0,0,1,0,0,4,0,1
consultatuprestamoaqui.com,1,0,0,0,0,0,0,0,0,0,1
vvwvloginsunico-viabpc.com,1,0,0,1,0,0,0,0,0,1,1
swimalak-s-school.thinkific.com,0,0,0,1,0,0,0,0,0,0,1
safty-reconfirm-page.start.page,1,0,0,1,0,0,0,0,0,1,1
6745456456.co.vu,1,0,0,0,0,0,0,0,10,1,1
midwestozonegroup.com,0,0,0,0,0,2,0,0,4,0,1
cooperativa-brs.com,1,0,0,1,0,0,0,0,0,0,1
contaonlineapp-evolua.user.edgecloudph.com,1,0,0,1,0,1,0,0,0,0,1
credelesc.netsys.mom,1,0,0,0,0,1,0,0,0,1,1
aburati.ammobiliamo.it,1,0,0,0,0,1,0,0,0,0,1
acessovlacred-coops-br.tk,1,0,0,1,0,0,0,0,0,1,1
xzdedesa.cxsdder.repl.co,1,0,0,0,0,0,0,0,0,1,1
christineoquendo.vantechdns.co,1,0,0,0,0,1,0,0,0,1,1
equ1i287.ddns.net,1,0,0,0,0,0,0,0,4,1,1
bitly.ws,0,0,0,0,0,1,0,0,0,0,1
encurtador.com.br,0,0,0,0,0,1,0,0,2,1,1
portalporinternet.rapidoysencilloper-com.top,1,0,0,1,0,0,0,0,0,1,1
nhi1ll.web.app,1,0,1,0,0,1,0,0,5,1,1
skinpoirt.com,1,0,0,0,0,0,0,1,4,0,1
7djwgnvfid.ru,1,0,0,0,0,1,0,0,11,0,1
hcxhrtzqtv.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
braveofficial.info,1,0,0,0,0,0,0,0,0,1,1
critair-gouv-paiement.net,0,0,0,1,0,0,0,0,0,0,1
vvwvwloginunicos-vialbpc.com,1,0,0,1,0,0,0,0,0,1,1
chatbot.origin.com.my,1,0,1,0,0,3,0,0,0,1,1
confrim-irs-us.duckdns.org,1,0,0,1,0,0,0,0,0,1,1
vk.com,0,0,1,0,0,1,1,0,0,1,1
skinpoirt.com,1,0,0,0,0,1,0,1,0,0,1
php-web-server.inonline.repl.co,1,0,0,1,0,0,0,0,0,1,1
oidc.idp.elogin.e-access.itservices-sbc.center,1,0,1,1,0,3,0,0,0,0,1
oidc.idp.elogin.e-access.itservices-sbc.sbs,1,0,1,1,0,3,0,0,0,1,1
colombofilos.com.ar,0,0,1,0,0,4,0,0,0,1,1
creativecubebd.com,0,0,0,0,0,2,0,0,0,0,1
meetarts.net,1,0,0,0,0,1,0,0,0,0,1
dimarkct.com,1,0,0,0,0,0,0,1,4,0,1
7djwgnvfid.ru,1,0,0,0,0,1,0,0,5,0,1
metasecure.earn-io.com,1,0,0,1,0,0,0,0,0,0,1
aavev3-usdtdefi.com,1,0,0,1,0,0,0,0,1,0,1
a56sdcom.seguridadcomco.repl.co,1,0,0,0,0,0,0,0,2,1,1
orgns.top,1,0,0,0,0,0,0,0,0,1,1
spkpushtan.click,1,0,0,0,0,1,0,0,0,1,1
sparkasse.spk-aktualisierung.de,1,0,0,1,0,1,0,0,0,1,1
pushtan2.0-sparkasse.de,1,0,0,1,0,0,0,0,2,1,1
competent-dirac.174-138-80-206.plesk.page,1,0,1,1,0,1,0,0,12,1,1
fervent-aryabhata.146-190-144-243.plesk.page,1,0,0,1,0,1,0,0,12,1,1
oicinjury.org,1,0,0,0,0,0,0,0,0,0,1
dkb-entry-wp983948.com,1,0,0,1,0,0,0,0,6,0,1
my-user.online,1,0,0,1,0,1,0,0,0,0,1
segurytysalvador.justogonzales.repl.co,1,0,0,0,0,0,0,0,0,1,1
olexinging.shop,1,0,0,0,0,2,0,0,7,1,1
redirectpages.systeme.io,0,0,0,0,0,2,0,0,0,0,1
vdadhdhdlchh-s-school.thinkific.com,0,0,0,1,0,0,0,0,0,0,1
www-bper-web-sistema-clienti-webapp.cfolks.pl,0,0,0,1,0,6,0,0,0,0,1
app.airtm.live,1,0,0,0,0,0,0,0,0,1,1
bectehange.com,1,0,0,0,0,0,0,0,0,0,1
bancap0rlntrnt-lnter.bnkperu-23.top,1,0,0,1,0,0,0,0,3,1,1
revisioneportalebper.com,1,0,0,0,0,0,0,0,0,0,1
invio-prodottocarte.com,1,0,0,1,0,0,0,0,0,0,1
tutiendaonline.fun,1,0,0,0,0,1,0,0,0,0,1
revisioneportalebper.com,1,0,0,0,0,0,0,0,0,0,1
nvidia.drivers.ragsistemas.com,0,0,0,0,0,0,0,0,0,0,1
xrpcollectables.com,1,0,0,0,0,0,0,0,0,0,1
is.gd,1,0,0,0,0,1,0,1,4,1,1
nvidia.drivers.saldemariscal.com.br,1,0,1,0,0,0,0,0,0,1,1
vyft.steifhar.ezua.com,0,0,0,0,0,0,0,0,0,0,1
notification-esim.eu,1,0,0,1,0,0,0,0,0,1,1
sfr-esim-desactivation.fr,1,0,0,1,0,0,0,0,0,0,1
sfr-esim-desactivation.fr,1,0,0,1,0,2,0,0,0,0,1
support-esim-sfr.fr,1,0,0,1,0,0,0,0,0,0,1
orivigffrh.temp.swtest.ru,0,0,1,0,0,2,0,0,0,0,1
esiminsfr.com,1,0,0,0,0,2,0,0,0,0,1
esim-sfr-desactivation.com,1,0,0,1,0,0,0,0,0,0,1
esim-sfr-desactivation.com,1,0,0,1,0,2,0,0,0,0,1
defl-getwombat.io,1,0,0,1,0,0,0,0,0,1,1
westsidepoolsandspa.com,0,0,0,0,0,0,0,0,0,0,1
bnakakakaaka.000webhostapp.com,0,0,0,0,0,1,0,0,3,0,1
sfsffsfsgeegegh.000webhostapp.com,0,0,0,0,0,1,0,0,3,0,1
p0l1c3p4g35.co.vu,1,0,0,0,0,1,0,0,6,1,1
pp2.34-222-28-15.cprapid.com,0,0,1,1,0,2,0,0,10,0,1
nvidia-drive5.site,1,0,0,1,0,0,0,0,1,1,1
nvidia-drive3.site,1,0,0,1,0,0,0,0,1,1,1
slgnln-att-dynamics-iamlrr-lrrcontroler.000webhostapp.com,0,0,0,1,0,1,0,0,3,0,1
nvidia-drive2.site,1,0,0,1,0,0,0,0,1,1,1
nvidia-drive1.site,1,0,0,1,0,0,0,0,1,1,1
1102345903745pgsbsnssrsctds4pu12vltns.co.vu,1,0,0,0,0,0,0,0,16,1,1
promocionclientes.online,1,0,0,0,0,0,0,0,0,0,1
hipercardfatura.org,1,0,0,0,0,0,0,0,0,0,1
dev-itausecureloginpy.pantheonsite.io,1,0,0,1,0,0,0,0,0,1,1
faturaatualizadaline.com,1,0,0,0,0,0,0,0,0,0,1
faturaatualizadaline.com,1,0,0,0,0,1,0,0,2,0,1
esegui-disconoscimento.com,1,0,0,1,0,0,0,0,0,1,1
pp2.34-222-28-15.cprapid.com,0,0,0,1,0,1,0,0,10,0,1
pp2.34-222-28-15.cprapid.com,0,0,0,1,0,1,0,0,10,0,1
xpiloginauthx.top,1,0,0,0,0,1,0,0,0,1,1
nvidia-drive4.site,1,0,0,1,0,0,0,0,1,1,1
www-cr-mufg-jp.ksiew.com,1,0,0,1,0,0,0,0,0,1,1
wiinnumph.wixsite.com,1,0,0,0,0,1,0,0,0,1,1
attupdatein.boxmode.io,0,0,0,0,0,0,0,0,0,0,1
tinyurl.com,0,0,0,0,0,1,0,1,2,0,1
fluop-sruety-phaially.yolasite.com,1,0,0,1,0,0,0,0,0,1,1
attpremiumversion.wixsite.com,1,0,0,0,0,1,0,0,0,1,1
wwvwcajatrujillope.com,1,0,0,0,0,0,0,0,0,0,1
www-magazine-com-2.rds.land,0,0,0,1,0,1,0,0,4,1,1
135.148.160.112,0,0,1,0,0,2,0,0,12,0,1
135.148.160.112,0,0,1,0,0,2,0,0,12,0,1
www-magazine-com-2.rds.land,0,0,0,1,0,1,0,0,4,1,1
laser-swanky-mapusaurus.glitch.me,1,1,1,1,0,1,0,0,0,1,1
steancommunitty.ru,1,0,0,0,0,2,0,0,0,0,1
faturarennersolucoesweb.com,1,0,0,0,0,2,0,0,0,0,1
ipfs.io,0,0,0,0,0,2,0,0,4,0,1
bafkreigr6v6crimkjiq73vtv32whwwwcrpkmdtsfdvvtgx4fcooj3jmuhu.ipfs.dweb.link,0,0,0,0,0,0,0,0,8,0,1
faturarennersolucoesweb.com,1,0,0,0,0,2,0,0,0,0,1
account-cliente-info.162-0-237-145.cprapid.com,0,0,1,1,0,2,0,0,10,0,1
account-cliente-info.162-0-237-145.cprapid.com,0,0,0,1,0,0,0,0,10,0,1
bit.do,0,0,0,0,0,1,0,1,0,0,1
faturarennersolucoesweb.com,1,0,0,0,0,0,0,0,0,0,1
wrglass.com.br,0,0,1,0,0,6,0,0,0,1,1
ipfs.io,0,0,0,0,0,2,0,0,4,0,1
credenzialesospesseweb.com,1,0,0,0,0,0,0,0,0,0,1
connessioneclientidatiweb.com,1,0,0,0,0,0,0,0,0,0,1
connessioneclientidatiweb.com,1,0,0,0,0,0,0,0,0,0,1
mmetataamsksass.azurewebsites.net,1,0,0,0,0,0,0,0,0,1,1
promocionesclientesibk.com,1,0,0,0,0,0,0,0,0,1,1
majemefa.top,1,0,0,0,0,0,0,0,0,1,1
onemoment365.com,1,0,0,0,0,0,0,0,3,0,1
zakyan.com,0,0,0,0,0,5,1,0,2,1,1
magaludescontofaturas.000webhostapp.com,0,0,0,0,0,0,0,0,3,0,1
servizio-fatturazion.com,1,0,0,1,0,0,0,0,0,0,1
huotgammelinkare.bcpheba.info,1,0,0,0,0,0,0,0,0,0,1
vinariumcortona.it,1,0,0,0,0,3,0,0,3,0,1
jrl.cosmish.top,1,0,0,0,0,0,0,0,0,1,1
gzigikbdzr.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
vqk.cosmish.top,1,0,0,0,0,0,0,0,0,1,1
lxa.cosmish.top,1,0,0,0,0,0,0,0,0,1,1
qcx.acetoid.top,1,0,0,0,0,0,0,0,0,1,1
ima.acetoid.top,1,0,0,0,0,0,0,0,0,1,1
whk.acetoid.top,1,0,0,0,0,0,0,0,0,1,1
pit.mesiall.top,1,0,0,0,0,0,0,0,0,1,1
omq.somniar.top,1,0,0,0,0,0,0,0,0,1,1
tecnovisas.com,0,0,0,0,0,2,0,0,0,0,1
danitskakhrrenew.dinastrieaminggorene.online,1,0,0,0,0,0,0,0,0,1,1
fnc.somniar.top,1,0,0,0,0,0,0,0,0,1,1
pp2.34-222-28-15.cprapid.com,0,0,0,1,0,1,0,0,11,0,1
pp2.34-222-28-15.cprapid.com,0,0,1,1,0,2,0,0,10,0,1
faqeawcaadq.co.vu,1,0,0,0,0,0,0,0,0,1,1
attmail.boxmode.io,0,0,0,0,0,0,0,0,0,0,1
opensea-app.de,0,0,0,1,0,0,0,0,0,1,1
pangcakeswap.finance,1,0,0,0,0,0,0,0,0,0,1
postingd.lntgrm-mages.com,0,0,0,1,0,0,0,0,0,0,1
as-mettmask.com,1,0,0,1,0,1,0,0,0,0,1
provik.gr,1,0,0,0,0,3,0,0,0,1,1
provik.gr,1,0,0,0,0,2,0,0,0,1,1
bit.do,0,0,0,0,0,1,0,1,0,0,1
trackfast365bt.weebly.com,0,0,0,0,0,0,0,0,3,0,1
bt-100319.weeblysite.com,0,0,0,1,0,0,0,0,6,1,1
bit.do,0,0,0,0,0,1,0,1,0,0,1
support-clienti-com.69-57-163-131.cprapid.com,0,0,1,1,0,2,0,0,52,0,1
support-clienti-com.69-57-163-131.cprapid.com,0,0,0,1,0,0,0,0,10,0,1
support-clienti-com.69-57-163-131.cprapid.com,0,0,1,1,0,1,0,0,27,0,1
portale-utente-net.67-223-117-171.cprapid.com,0,0,1,1,0,1,0,0,28,0,1
portale-utente-net.67-223-117-171.cprapid.com,0,0,1,1,0,2,0,0,53,0,1
portale-utente-net.67-223-117-171.cprapid.com,0,0,0,1,0,0,0,0,11,0,1
consenti-disconoscimento.com,1,0,0,1,0,0,0,0,0,0,1
vdhdhdch-s-school.thinkific.com,0,0,0,1,0,0,0,0,0,0,1
delixx-s-school-d7b6.thinkific.com,0,0,0,1,0,0,0,0,2,0,1
figurinebay.com,1,0,0,0,0,6,0,0,1,0,1
fundacionmariajesussoto.com,0,0,0,0,0,1,0,0,0,0,1
aruba-fattura-paga.com,1,0,0,1,0,1,0,0,34,0,1
masseducate.pages.dev,1,0,0,0,0,0,0,0,0,1,1
connessionedatiprofilonuovo.com,1,0,0,0,0,0,0,0,0,1,1
magazine.bbcomvoceju.com,1,0,0,0,0,1,0,0,0,0,1
3vlocksmith.com,1,0,0,0,0,2,0,0,1,0,1
3vlocksmith.com,1,0,0,0,0,2,0,0,93,0,1
pp2.34-222-28-15.cprapid.com,0,0,0,1,0,2,0,0,10,0,1
metamask004.com,1,0,0,0,0,0,0,0,3,0,1
metamaskpendingverification.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
blocktokenrewards.tech,1,0,0,0,0,1,0,0,0,1,1
metamaskpendingverification.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
updatemetamask.net,1,0,0,0,0,0,0,0,2,0,1
clnrone-extension-nkbihfbeogaeaoehlefnkodbefgpgknn.icu,1,0,0,1,0,0,0,0,0,0,1
cutt.ly,0,0,0,0,0,1,0,0,0,0,1
cutt.ly,0,0,0,0,0,1,0,0,0,0,1
web-optu-105504-108580.square.site,1,0,0,1,0,0,0,0,12,1,1
web-optu-105504-108580.square.site,1,0,0,1,0,0,0,0,12,1,1
accessobperbanca.giomatic.com,1,0,0,0,0,0,0,0,0,0,1
verificationnoticemetamsk.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
mmeaatamaskslog.azurewebsites.net,1,0,0,0,0,0,0,0,0,1,1
verificationnoticemetamsk.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
myaccount-login-security.org,1,0,0,1,0,1,0,0,0,0,1
pp2.34-222-28-15.cprapid.com,0,0,0,1,0,1,0,0,10,0,1
wlo.link,0,1,0,0,0,1,0,0,3,0,1
wvvw-pancakes-swap-finance.com,1,0,0,1,0,0,0,0,0,0,1
pancakewsap.net,1,0,0,0,0,0,0,0,3,0,1
pancake-frontend-6hdusry7s-chefmomota.vercel.app,1,0,0,1,0,0,0,0,2,1,1
wlo.link,0,1,0,0,0,1,0,0,0,0,1
gmzubehxei.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
consenti-restrizione.com,1,0,0,1,0,0,0,0,0,0,1
ipfs.io,0,0,0,0,0,2,0,0,11,0,1
zssppk.s3.us-west-004.backblazeb2.com,0,0,1,1,0,1,0,0,5,0,1
docs.google.com,0,0,0,0,0,5,0,0,7,0,1
xoeriik.space,1,0,0,0,0,3,0,0,0,1,1
netstation2-aplus-co-jp.3939723.com,1,0,0,1,0,0,0,0,8,0,1
puncake-swap.exchange,1,0,0,1,0,0,0,0,0,1,1
cutt.ly,0,0,0,0,0,1,0,0,0,0,1
cutt.ly,0,0,0,0,0,1,0,0,0,0,1
in.mt,1,0,0,0,0,1,0,0,0,1,1
popremilia.com,1,0,0,0,0,0,0,0,0,0,1
popremilia.com,1,0,0,0,0,0,0,0,0,0,1
blocca-collegamento.com,1,0,0,1,0,0,0,0,0,0,1
blocca-collegamento.com,1,0,0,1,0,0,0,0,0,0,1
equitylogisticsltd.com,1,1,1,0,0,2,0,0,1,0,1
www-strato.hopto.org,1,0,0,1,0,1,0,0,37,1,1
foxmediabase.com,1,0,0,0,0,1,0,0,0,0,1
diret-creditsuisse.ddns.net,1,0,0,1,0,2,0,0,1,1,1
littlepumpkins.co.nz,1,0,0,0,0,1,0,0,0,1,1
qsmx.eu.org,1,0,0,0,0,1,0,0,0,1,1
s.amesocen-jp.icu,1,0,0,1,0,0,0,0,0,0,1
s.ameswcen-jp.icu,1,0,0,1,0,0,0,0,0,1,1
s.ameuocen-jp.icu,1,0,0,1,0,0,0,0,0,0,1
s.amesacen-jp.icu,0,0,0,1,0,0,0,0,0,0,1
s.amesecen-jp.icu,1,0,0,1,0,0,0,0,0,0,1
ml-member.shop,1,0,0,1,0,0,0,0,0,0,1
s.ameuacen-jp.icu,1,0,0,1,0,0,0,0,0,0,1
account-update.info.szbvcd.top,1,0,0,1,0,0,0,0,0,0,1
securenab-aus.com,1,0,0,1,0,0,0,0,0,0,1
zapper-login-ac.com,1,0,0,1,0,1,0,0,2,0,1
linconcerned.buzz,1,0,0,0,0,0,0,0,0,1,1
dev-moden-1092ps23.pantheonsite.io,1,0,0,1,0,0,0,0,6,1,1
oabencoado2023panela.com,1,0,0,0,0,3,0,0,16,0,1
oabencoado2023panela.com,1,0,0,0,0,3,0,0,16,0,1
gcliljaddq.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
gcbvmafpgu.duckdns.org,1,0,0,0,0,0,0,0,0,1,1
fusionapi.dev,0,0,0,0,0,0,0,0,0,0,1
fusionapi.dev,0,0,0,0,0,0,0,0,0,0,1
defilama.project-connect.vip,1,0,0,1,0,0,0,0,0,1,1
project-connect.vip,1,0,0,1,0,0,0,0,0,1,1
zaqqer.store,1,0,0,0,0,0,0,0,0,1,1
conect-w4llet.click,1,0,0,1,0,0,0,0,4,1,1
lnkw.co,1,0,0,0,0,1,0,0,1,1,1
supporto-bper-sicuro-mobile.cfolks.pl,0,0,0,1,0,5,0,0,0,0,1
supporto-bper-sicuro-mobile.cfolks.pl,0,0,0,1,0,6,0,0,0,0,1
ur.link,1,0,0,0,0,1,0,0,0,0,1
celominer.us,1,0,0,0,0,0,0,0,0,1,1
bper-shared-supporto-mobile.cfolks.pl,0,0,0,1,0,6,0,0,0,0,1
bper-shared-supporto-mobile.cfolks.pl,0,0,0,1,0,5,0,0,0,0,1
assconsultorianfe.nhlfan.net,1,0,0,0,0,0,0,0,0,1,1
139-144-35-136.ip.linodeusercontent.com,0,0,0,1,0,2,0,1,81,0,1
139-144-35-136.ip.linodeusercontent.com,0,0,0,1,0,2,0,1,83,0,1
jtdnkeuz.com,1,0,0,0,0,1,0,0,0,0,1
fastimmigrationservices.com,0,0,0,0,0,4,0,0,0,0,1
sistecwebenv-1483247.ryd.wafaicloud.com,0,0,0,1,0,0,0,0,7,0,1
appsmartcredem.com,1,0,0,0,0,0,0,0,0,0,1
0s-tools-0365-0utlook.web.app,1,0,0,1,0,0,0,0,6,1,1
0s-tools-0365-0utlook.firebaseapp.com,1,0,0,1,0,0,0,0,6,1,1
account-authentication-sync.web.app,1,0,0,1,0,0,0,0,0,1,1
account-authentication-sync.firebaseapp.com,1,0,0,1,0,0,0,0,0,1,1
arstmping002.web.app,1,0,0,0,0,0,0,0,3,1,1
arstmping002.firebaseapp.com,1,0,0,0,0,0,0,0,3,1,1
arstmping003.web.app,1,0,0,0,0,0,0,0,3,1,1
arstmping003.firebaseapp.com,1,0,0,0,0,0,0,0,3,1,1
arstmping004.web.app,1,0,0,0,0,0,0,0,3,1,1
arstmping004.firebaseapp.com,1,0,0,0,0,0,0,0,3,1,1
arstmping005.web.app,1,0,0,0,0,0,0,0,3,1,1
arstmping005.firebaseapp.com,1,0,0,0,0,0,0,0,3,1,1
bancobs2empresas.web.app,1,0,0,0,0,0,0,0,1,1,1
bancobs2empresas.firebaseapp.com,1,0,0,0,0,0,0,0,1,1,1
case771045-appeal-verification.web.app,1,0,0,1,0,0,0,0,6,1,1
case771045-appeal-verification.firebaseapp.com,1,0,0,1,0,0,0,0,6,1,1
case7710452-appeal-review.web.app,1,0,0,1,0,3,0,0,25,1,1
case7710452-appeal-review.firebaseapp.com,1,0,0,1,0,3,0,0,25,1,1
cavaallerfort-8c1c9.web.app,1,0,0,1,0,0,0,0,3,1,1
cavaallerfort-8c1c9.firebaseapp.com,1,0,0,1,0,0,0,0,3,1,1
cic-connexion-8665-fr.web.app,1,0,0,1,0,0,0,0,4,1,1
cic-connexion-8665-fr.firebaseapp.com,1,0,0,1,0,0,0,0,4,1,1
convention-bnp-service-client.web.app,1,0,0,1,0,0,0,0,0,1,1
convention-bnp-service-client.firebaseapp.com,1,0,0,1,0,0,0,0,0,1,1
creencerater.web.app,1,0,0,0,0,0,0,0,0,1,1
creencerater.firebaseapp.com,1,0,0,0,0,0,0,0,0,1,1
